"﻿""SYMBOL",COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,"ATTACHMENT""",<!DOCTYPE html>
SAHANA,Sahana System Limited,Outcome of Board Meeting,"Sahana System Limited has informed the Exchange regarding  Board meeting held on January 01, 2024.",01-Jan-2024 17:24:26,2024-01-01 17:24:26,01-Jan-2024 17:24:29,00:00:03,https://nsearchives.nseindia.com/corporate/SAHANA_01012024172426_BMoutcome.pdf,
NIRMAN,Nirman Agri Genetics Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,NIRMAN AGRI GENETICS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,01-Jan-2024 16:40:38,2024-01-01 16:40:38,01-Jan-2024 16:40:49,00:00:11,https://nsearchives.nseindia.com/corporate/xbrl/NIRMAN_01012024164038_CIM_15638_1006100_01012024044037_WEB.xml,
ESFL,Essen Speciality Films Limited,Board Meeting Intimation,ESSEN SPECIALITY FILMS LIMITED has informed the Exchange about Board Meeting to be held on 12-Jan-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2023 .,02-Jan-2024 17:24:05,2024-01-02 17:24:05,02-Jan-2024 17:24:09,00:00:04,https://nsearchives.nseindia.com/corporate/xbrl/ESFL_02012024172405_PRIOR_INTIMATION_15691_1006695_02012024052404_WEB.xml,
KODYTECH,Kody Technolab Limited,Press Release,"Kody Technolab Limited has informed the Exchange regarding a press release dated January 01, 2024, titled Announcement regarding  Participation in the Vibrant Gujarat Global Summit 2024 .",01-Jan-2024 16:24:30,2024-01-01 16:24:30,01-Jan-2024 16:24:34,00:00:04,https://nsearchives.nseindia.com/corporate/KODYTECH_01012024162430_Announcement_NSE.pdf,
RBMINFRA,Rbm Infracon Limited,Trading Window-XBRL,RBM INFRACON LIMITED has informed the Exchange about Closure of Trading Window,01-Jan-2024 15:50:38,2024-01-01 15:50:38,01-Jan-2024 15:50:44,00:00:06,https://nsearchives.nseindia.com/corporate/xbrl/RBMINFRA_01012024155038_CLOSURE_TRADING_WINDOW_1006054_01012024035037_WEB.xml,
RILINFRA,Rachana Infrastructure Limited,Board Meeting Intimation,RACHANA INFRASTRUCTURE LIMITED has informed the Exchange about Board Meeting to be held on 06-Jan-2024 to consider Other business.,01-Jan-2024 15:14:46,2024-01-01 15:14:46,01-Jan-2024 15:14:51,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/RILINFRA_01012024151446_PRIOR_INTIMATION_15632_1006021_01012024031445_WEB.xml,
RBMINFRA,Rbm Infracon Limited,Copy of Newspaper Publication,Rbm Infracon Limited has informed the Exchange about Copy of Newspaper Publication,01-Jan-2024 15:11:00,2024-01-01 15:11:00,01-Jan-2024 15:11:08,00:00:08,https://nsearchives.nseindia.com/corporate/RBMINFRA_01012024151100_Newspaper_Advertisement.pdf,
RCDL,Rajgor Castor Derivatives Limited,Address Change,Rajgor Castor Derivatives Limited has informed the Exchange regarding change in Registered Office of the company.,01-Jan-2024 14:43:39,2024-01-01 14:43:39,01-Jan-2024 14:43:45,00:00:06,https://nsearchives.nseindia.com/corporate/RCDL_01012024144339_BM_Outcome.pdf,
SHERA,Shera Energy Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Shera Energy Limited has informed the Exchange about Schedule of meet,01-Jan-2024 14:23:08,2024-01-01 14:23:08,01-Jan-2024 14:23:15,00:00:07,https://nsearchives.nseindia.com/corporate/SHERA_01012024142308_Notice.pdf,
,,,,,,,,,<html lang=en>
,,,,,,,,,<head>
,,,,,,,,,  <meta charset=UTF-8>
,,,,,,,,,  <title>Resource not found</title>
,,,,,,,,,</head>
,,,,,,,,,<body style=background-color: #e8e8e8;>
,,,,,,,,,  <div style=font-size: 32px; padding: 50px 25px; text-align: center;>
,,,,,,,,,    Resource not found
,,,,,,,,,  </div>
,,,,,,,,,</body>
,,,,,,,,,</html>
,,,,,,,,,
NIRMAN,Nirman Agri Genetics Limited,Appointment,"Nirman Agri Genetics Limited has informed the Exchange regarding Appointment of Mrs Khushbu Kushan Shah as Company Secretary & Compliance Officer of the company w.e.f. January 01, 2024.",01-Jan-2024 14:17:41,2024-01-01 14:17:41,01-Jan-2024 14:17:47,00:00:06,https://nsearchives.nseindia.com/corporate/NIRMAN_01012024141741_010124NAGLBMOutcomeAppointment.pdf,
NIRMAN,Nirman Agri Genetics Limited,Change in Company Secretary/Compliance Officer,Nirman Agri Genetics Limited has informed the Exchange about Change in Company Secretary/Compliance Officer,01-Jan-2024 14:15:07,2024-01-01 14:15:07,01-Jan-2024 14:15:13,00:00:06,https://nsearchives.nseindia.com/corporate/NIRMAN_01012024141507_010124NAGLBMOutcomeAppointment.pdf,
NIRMAN,Nirman Agri Genetics Limited,Outcome of Board Meeting,"Nirman Agri Genetics Limited has informed the Exchange regarding  Board meeting held on January 01, 2024.",01-Jan-2024 14:13:36,2024-01-01 14:13:36,01-Jan-2024 14:13:42,00:00:06,https://nsearchives.nseindia.com/corporate/NIRMAN_01012024141336_010124NAGLBMOutcomeAppointment.pdf,
KRISHIVAL,Krishival Foods Limited,Copy of Newspaper Publication,Krishival Foods Limited has informed the Exchange about Copy of Newspaper Publication,01-Jan-2024 14:08:31,2024-01-01 14:08:31,01-Jan-2024 14:08:35,00:00:04,https://nsearchives.nseindia.com/corporate/KRISHIVAL_01012024140831_Newspaper.pdf,
MARCO,Marco Cables & Conductors Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,MARCO CABLES & CONDUCTORS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,01-Jan-2024 13:20:52,2024-01-01 13:20:52,01-Jan-2024 13:20:57,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/MARCO_01012024132052_CIM_15626_1005967_01012024012051_WEB.xml,
PHANTOMFX,Phantom Digital Effects Limited,Outcome of Board Meeting,"Phantom Digital Effects Limited has informed the Exchange regarding  Board meeting held on December 22, 2023 approving allotment of securities for QIP's.",22-Dec-2023 20:10:28,2023-12-22 20:10:28,22-Dec-2023 20:10:34,00:00:06,https://nsearchives.nseindia.com/corporate/PHANTOMFX_22122023201028_BMOutcome22122023AlotSigned.pdf,
ARABIAN,Arabian Petroleum Limited,Updates,Arabian Petroleum Limited has informed the Exchange regarding 'Disclosure of information under Regulation 30 of SEBI (LODR) Regulations 2015'.,22-Dec-2023 20:05:51,2023-12-22 20:05:51,22-Dec-2023 20:05:56,00:00:05,https://nsearchives.nseindia.com/corporate/ARABIAN_22122023200551_Disclosure.pdf,
OMFURN,Omfurn India Limited,Trading Window,"Omfurn India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",22-Dec-2023 19:31:46,2023-12-22 19:31:46,22-Dec-2023 19:31:49,00:00:03,https://nsearchives.nseindia.com/corporate/OMFURN_22122023193146_OmfurnTradingwindowclosure28122023.pdf,
OMFURN,Omfurn India Limited,Trading Window-XBRL,OMFURN INDIA LIMITED has informed the Exchange about Closure of Trading Window,22-Dec-2023 19:29:51,2023-12-22 19:29:51,22-Dec-2023 19:29:57,00:00:06,https://nsearchives.nseindia.com/corporate/xbrl/OMFURN_22122023192951_CLOSURE_TRADING_WINDOW_1000893_22122023072950_WEB.xml,
CMMIPL,CMM Infraprojects Limited,Board Meeting Intimation,CMM INFRAPROJECTS LIMITED has informed the Exchange about Board Meeting to be held on 26-Dec-2023 to consider Other business.,22-Dec-2023 19:16:22,2023-12-22 19:16:22,22-Dec-2023 19:16:26,00:00:04,https://nsearchives.nseindia.com/corporate/xbrl/CMMIPL_22122023191622_PRIOR_INTIMATION_15381_1000870_22122023071622_WEB.xml,
CMMIPL,CMM Infraprojects Limited,Board Meeting Intimation,CMM INFRAPROJECTS LIMITED has informed the Exchange about Board Meeting to be held on 26-Dec-2023 to consider Other business.,22-Dec-2023 19:15:44,2023-12-22 19:15:44,22-Dec-2023 19:15:49,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/CMMIPL_22122023191544_PRIOR_INTIMATION_15380_1000866_22122023071543_WEB.xml,
PHANTOMFX,Phantom Digital Effects Limited,Outcome of Board Meeting,"Phantom Digital Effects Limited has informed the Exchange regarding  Board meeting held on December 22, 2023 approving the issue price of QIP's.",22-Dec-2023 18:25:13,2023-12-22 18:25:13,22-Dec-2023 18:25:18,00:00:05,https://nsearchives.nseindia.com/corporate/PHANTOMFX_22122023182513_BMOutcome22122023Price.pdf,
OMFURN,Omfurn India Limited,Board Meeting Intimation,OMFURN INDIA LIMITED has informed the Exchange about Board Meeting to be held on 28-Dec-2023 to consider Other business.,22-Dec-2023 18:18:23,2023-12-22 18:18:23,22-Dec-2023 18:18:35,00:00:12,https://nsearchives.nseindia.com/corporate/xbrl/OMFURN_22122023181823_PRIOR_INTIMATION_15372_1000770_22122023061822_WEB.xml,
KOTYARK,Kotyark Industries Limited,Updates,"Kotyark Industries Limited has informed the Exchange regarding ''.Corrigendum cum addendum to the EGM Notice dated December 14, 2023.",22-Dec-2023 18:16:31,2023-12-22 18:16:31,22-Dec-2023 18:16:38,00:00:07,https://nsearchives.nseindia.com/corporate/KOTYARK_22122023181631_Corrigendum.pdf,
ROCKINGDCE,Rockingdeals Circular Economy Limited,Analysts/Institutional Investor Meet/Con. Call Updates,"Rockingdeals Circular Economy Limited has informed the Exchange about Schedule of Investor meet to be held on 26th December, 2023",22-Dec-2023 16:53:29,2023-12-22 16:53:29,22-Dec-2023 16:53:35,00:00:06,https://nsearchives.nseindia.com/corporate/ROCKINGDCE_22122023165329_StockExchangeIntimationInvestorMeet.pdf,
AGARWALFT,Agarwal Float Glass India Limited,Shareholders meeting,"Agarwal Float Glass India Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on December 22, 2023",22-Dec-2023 16:41:47,2023-12-22 16:41:47,22-Dec-2023 16:41:50,00:00:03,https://nsearchives.nseindia.com/corporate/AGARWALFT_22122023164147_OutcomeProceedings.pdf,
ROCKINGDCE,Rockingdeals Circular Economy Limited,Financial Result Updates,"Rockingdeals Circular Economy Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",22-Dec-2023 16:08:26,2023-12-22 16:08:26,22-Dec-2023 16:08:31,00:00:05,https://nsearchives.nseindia.com/corporate/OutcomeofBoardmeetingpursuanttoRegulation30ofSEBILODRReg2015_22122023160826.pdf,
AGARWALFT,Agarwal Float Glass India Limited,Updates,Agarwal Float Glass India Limited has informed the Exchange regarding 'Proceedings of the AGM'.,22-Dec-2023 16:03:00,2023-12-22 16:03:00,22-Dec-2023 16:03:06,00:00:06,https://nsearchives.nseindia.com/corporate/AGARWALFT_22122023160301_OutcomeProceedings.pdf,
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,Copy of Newspaper Publication,"DUDIGITAL GLOBAL LIMITED has informed the Exchange about Copy of Newspaper Publication regarding upcoming EGM of the Company to be held on 15th January, 2024.",22-Dec-2023 13:56:29,2023-12-22 13:56:29,22-Dec-2023 13:56:33,00:00:04,https://nsearchives.nseindia.com/corporate/DUGLOBAL_22122023135629_Intimation_Newspaper_Clipping_Notice_of_EGM.pdf,
ABCOTS,A B Cotspin India Limited,Outcome of Board Meeting,"A B Cotspin India Limited has informed the Exchange regarding  Board meeting held on December 22, 2023.",22-Dec-2023 13:51:17,2023-12-22 13:51:17,22-Dec-2023 13:51:23,00:00:06,https://nsearchives.nseindia.com/corporate/ABCOTS_22122023135117_OutcomeofBoardmeeting22122023.pdf,
ABCOTS,A B Cotspin India Limited,Outcome of Board Meeting,"A B Cotspin India Limited has informed the Exchange regarding  Board meeting held on December 22, 2023.",22-Dec-2023 13:48:05,2023-12-22 13:48:05,22-Dec-2023 13:48:13,00:00:08,https://nsearchives.nseindia.com/corporate/ABCOTS_22122023134805_OutcomeofBoardmeeting22122023.pdf,
AATMAJ,Aatmaj Healthcare Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Aatmaj Healthcare Limited has informed the Exchange about Schedule of Analysts  / Investors  Meeting,22-Dec-2023 13:46:25,2023-12-22 13:46:25,22-Dec-2023 13:46:32,00:00:07,https://nsearchives.nseindia.com/corporate/AATMAJ_22122023134625_AHLIntimationAnalystsInvestorMeetNSE22122023.pdf,
DESTINY,Destiny Logistics & Infra Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,DESTINY LOGISTICS & INFRA LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,22-Dec-2023 12:31:55,2023-12-22 12:31:55,22-Dec-2023 12:32:00,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/DESTINY_22122023123155_CIM_15348_1000309_22122023123155_WEB.xml,
UCL,Ushanti Colour Chem Limited,Outcome of Board Meeting,"The Board of Directors has considered and approved raising of funds by way of offer, issue and allotment of Equity shares of face value of INR 10/- each to the existing members of the Company on rights basis ( Rights Issue ), at such price and right entitlement ratio as may be decided by the Board of Directors or a duly constituted Rights Issue Committee of the Board to the eligible Equity shareholders of the Company, as on the record date (to be notified later), for an amount aggregating up to INR 3.00 Crores only.",22-Dec-2023 11:51:36,2023-12-22 11:51:36,22-Dec-2023 11:51:42,00:00:06,https://nsearchives.nseindia.com/corporate/UCL_22122023115136_Letter.pdf,
UCL,Ushanti Colour Chem Limited,Rights Issue,"The Board of Directors has considered and approved raising of funds by way of offer, issue and allotment of Equity shares of face value of INR 10/- each to the existing members of the Company on rights basis ( Rights Issue ), at such price and right entitlement ratio as may be decided by the Board of Directors or a duly constituted Rights Issue Committee of the Board to the eligible Equity shareholders of the Company, as on the record date (to be notified later), for an amount aggregating up to INR 3.00 Crores only.",22-Dec-2023 11:48:26,2023-12-22 11:48:26,22-Dec-2023 11:48:29,00:00:03,https://nsearchives.nseindia.com/corporate/UCL_22122023114826_Letter.pdf,
ROCKINGDCE,Rockingdeals Circular Economy Limited,Financial Result Updates,"Rockingdeals Circular Economy Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",22-Dec-2023 16:08:26,2023-12-22 16:08:26,22-Dec-2023 16:08:30,00:00:04,https://nsearchives.nseindia.com/corporate/OutcomeofBoardmeetingpursuanttoRegulation30ofSEBILODRReg2015_22122023160826.pdf,
UCL,Ushanti Colour Chem Limited,Outcome of Board Meeting,"Ushanti Colour Chem Limited has informed the Exchange regarding  Board meeting held on December 22, 2023.",22-Dec-2023 11:43:24,2023-12-22 11:43:24,22-Dec-2023 11:43:29,00:00:05,https://nsearchives.nseindia.com/corporate/UCL_22122023114324_Letter.pdf,
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,Notice Of Shareholders Meetings-XBRL,DUDIGITAL GLOBAL LIMITED has informed the Exchange about Notice of Shareholders Meeting for Extra-ordinary Meeting to be held on 15-Jan-2024,22-Dec-2023 11:05:34,2023-12-22 11:05:34,22-Dec-2023 11:05:39,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/DUGLOBAL_22122023110534_NOTICE_OF_SHAREHOLDERS_MEETINGS_1000242_22122023110533_WEB.xml,
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,Alteration Of Capital and Fund Raising-XBRL,DUDIGITAL GLOBAL LIMITED has informed the Exchange regarding Issuance of securities,21-Dec-2023 23:44:49,2023-12-21 23:44:49,21-Dec-2023 23:44:54,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/DUGLOBAL_21122023234449_ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1000220_21122023114448_WEB.xml,
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,Shareholders meeting,DUDIGITAL GLOBAL LIMITED has informed the Exchange about Shareholders meeting,21-Dec-2023 22:27:35,2023-12-21 22:27:35,21-Dec-2023 22:27:41,00:00:06,https://nsearchives.nseindia.com/corporate/DUGLOBAL_21122023222735_Covering_NoticeofEGM_15012024.pdf,
CLOUD,Varanium Cloud Limited,Updates,Varanium Cloud Limited has informed the Exchange regarding 'CLARIFICATION/RESPONSE TO THE QUERY REGARDING MALTA DATA CENTRE'.,21-Dec-2023 21:53:21,2023-12-21 21:53:21,21-Dec-2023 21:53:26,00:00:05,https://nsearchives.nseindia.com/corporate/CLOUD_21122023215321_Cloud_21122023.pdf,
AURDIS,Aurangabad Distillery Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,AURANGABAD DISTILLERY LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,21-Dec-2023 21:07:39,2023-12-21 21:07:39,21-Dec-2023 21:07:44,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/AURDIS_21122023210739_CIM_15344_1000194_21122023090739_WEB.xml,
AURDIS,Aurangabad Distillery Limited,Resignation,"Aurangabad Distillery Limited has informed the Exchange regarding Resignation of Ms KOMAL SHENGDE as Company Secretary & Compliance Officer of the company w.e.f. December 20, 2023.",21-Dec-2023 21:02:29,2023-12-21 21:02:29,21-Dec-2023 21:02:32,00:00:03,https://nsearchives.nseindia.com/corporate/AURDIS_21122023210229_ADLSignedIntimationNSERegulation30.pdf,
SSFL,Srivari Spices And Foods Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Srivari Spices And Foods Limited has informed the Exchange about Schedule of meet,21-Dec-2023 19:05:08,2023-12-21 19:05:08,21-Dec-2023 19:05:14,00:00:06,https://nsearchives.nseindia.com/corporate/SSFL_21122023190508_IntimationofInvestorsMeet.pdf,
KOTYARK,Kotyark Industries Limited,Updates,"Kotyark Industries Limited has informed the Exchange regarding ''.Corrigendum cum addendum to the EGM Notice dated December 14, 2023.",22-Dec-2023 18:16:31,2023-12-22 18:16:31,22-Dec-2023 18:16:37,00:00:06,https://nsearchives.nseindia.com/corporate/KOTYARK_22122023181631_Corrigendum.pdf,
SYSTANGO,Systango Technologies Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Systango Technologies Limited has informed the Exchange about Outcome of the Investors/analyst Call,21-Dec-2023 17:55:26,2023-12-21 17:55:26,21-Dec-2023 17:55:30,00:00:04,https://nsearchives.nseindia.com/corporate/SYSTANGO_21122023175526_INTIMATION.pdf,
MAGSON,Magson Retail And Distribution Limited,Trading Window-XBRL,MAGSON RETAIL AND DISTRIBUTION LIMITED has informed the Exchange about Closure of Trading Window,21-Dec-2023 17:45:18,2023-12-21 17:45:18,21-Dec-2023 17:45:25,00:00:07,https://nsearchives.nseindia.com/corporate/xbrl/MAGSON_21122023174519_CLOSURE_TRADING_WINDOW_1000053_21122023054518_WEB.xml,
MAGSON,Magson Retail And Distribution Limited,Board Meeting Intimation,MAGSON RETAIL AND DISTRIBUTION LIMITED has informed the Exchange about Board Meeting to be held on 29-Dec-2023 to consider Other business.,21-Dec-2023 17:32:17,2023-12-21 17:32:17,21-Dec-2023 17:32:20,00:00:03,https://nsearchives.nseindia.com/corporate/xbrl/MAGSON_21122023173217_PRIOR_INTIMATION_15334_1000028_21122023053216_WEB.xml,
MAGSON,Magson Retail And Distribution Limited,Trading Window,"Magson Retail And Distribution Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",21-Dec-2023 17:18:45,2023-12-21 17:18:45,21-Dec-2023 17:18:50,00:00:05,https://nsearchives.nseindia.com/corporate/MAGSON_21122023171845_ClosureoftradingWindow.pdf,
ABCOTS,A B Cotspin India Limited,Credit Rating,A B Cotspin India Limited has informed the Exchange about Credit Rating,21-Dec-2023 16:58:18,2023-12-21 16:58:18,21-Dec-2023 16:58:22,00:00:04,https://nsearchives.nseindia.com/corporate/ABCOTS_21122023165819_WithdrawalIntimation.pdf,
ROCKINGDCE,Rockingdeals Circular Economy Limited,Outcome of Board Meeting,"Rockingdeals Circular Economy Limited has informed the Exchange regarding Board meeting held on December 21, 2023.",21-Dec-2023 16:48:43,2023-12-21 16:48:43,21-Dec-2023 16:48:48,00:00:05,https://nsearchives.nseindia.com/corporate/ROCKINGDCE_21122023164843_OutcomeofBoardmeetingpursuanttoRegulation30ofSEBILODRReg2015.pdf,
ROCKINGDCE,Rockingdeals Circular Economy Limited,Financial Result Updates,"Rockingdeals Circular Economy Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",21-Dec-2023 16:45:18,2023-12-21 16:45:18,21-Dec-2023 16:45:23,00:00:05,https://nsearchives.nseindia.com/corporate/OutcomeofBoardmeetingpursuanttoRegulation30ofSEBILODRReg2015_21122023164518.pdf,
KRISHNADEF,Krishna Defence and Allied Industries Limited,Corrigendum,"Krishna Defence And Allied Industries Limited has informed the Exchange regarding Corrigendum to Notice of Extra Ordinary General Meeting to be held on January 08, 2024",21-Dec-2023 16:33:13,2023-12-21 16:33:13,21-Dec-2023 16:33:19,00:00:06,https://nsearchives.nseindia.com/corporate/KRISHNADEF_21122023163313_Uploaded.pdf,
ROXHITECH,Rox Hi Tech Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Rox Hi Tech Limited has informed the Exchange about Schedule of meet,21-Dec-2023 15:59:09,2023-12-21 15:59:09,21-Dec-2023 15:59:14,00:00:05,https://nsearchives.nseindia.com/corporate/ROXHITECH_21122023155910_scheduleofmeeting.pdf,
CLOUD,Varanium Cloud Limited,Updates,Varanium Cloud Limited has informed the Exchange regarding 'CLARIFICATION/RESPONSE TO THE QUERY RAISED BY ET PRIME REGARDING MALTA DATACENTRE'.,21-Dec-2023 14:56:25,2023-12-21 14:56:25,21-Dec-2023 14:56:30,00:00:05,https://nsearchives.nseindia.com/corporate/CLOUD_21122023145625_Cloud_Revised_upload.pdf,
KRISHNADEF,Krishna Defence and Allied Industries Limited,Alteration Of Capital and Fund Raising-XBRL,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED has informed the Exchange regarding Issuance of securities,21-Dec-2023 14:04:31,2023-12-21 14:04:31,21-Dec-2023 14:04:35,00:00:04,https://nsearchives.nseindia.com/corporate/xbrl/KRISHNADEF_21122023140431_ALTERATION_OF_CAPITAL_AND_FUND_RAISING_999801_21122023020430_WEB.xml,
SPRL,Sp Refractories Limited,Updates,Sp Refractories Limited has informed the Exchange regarding 'Intimation of comments made by the Board of Directors on non-compliance.'.,21-Dec-2023 13:23:55,2023-12-21 13:23:55,21-Dec-2023 13:23:58,00:00:03,https://nsearchives.nseindia.com/corporate/SPRL_21122023132355_REGULATION_34_LODR.pdf,
FELIX,Felix Industries Limited,Updates,Felix Industries Limited has informed the Exchange regarding 'Disclosure of Listing approval received from NSE for listing of 5060000 Equity shares pursuant to conversion of warrants issued on preferential basis to Promoter group and Non promoters'.,21-Dec-2023 13:13:37,2023-12-21 13:13:37,21-Dec-2023 13:13:51,00:00:14,https://nsearchives.nseindia.com/corporate/FELIX_21122023131337_DisclosureforListingApproval.pdf,
MONOPHARMA,Mono Pharmacare Limited,Resignation of Independent director,MONO PHARMACARE LIMITED has informed the Exchange about Resignation of Independent director.,21-Dec-2023 12:03:28,2023-12-21 12:03:28,21-Dec-2023 12:03:36,00:00:08,https://nsearchives.nseindia.com/corporate/MONOPHARMA_21122023120328_MONOPHARMA_ROID_15319_KMP_Doc_21122023120328.zip,
ROCKINGDCE,Rockingdeals Circular Economy Limited,Financial Result Updates,"Rockingdeals Circular Economy Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",21-Dec-2023 16:45:18,2023-12-21 16:45:18,21-Dec-2023 16:45:22,00:00:04,https://nsearchives.nseindia.com/corporate/OutcomeofBoardmeetingpursuanttoRegulation30ofSEBILODRReg2015_21122023164518.pdf,
ESFL,Essen Speciality Films Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Essen Speciality Films Limited has informed the Exchange about Schedule of meet,03-Dec-2023 11:02:10,2023-12-03 11:02:10,03-Dec-2023 11:02:16,00:00:06,https://nsearchives.nseindia.com/corporate/ESFL_03122023110210_Schedule_Investor_Meeting.pdf,
LLOYDS,Lloyds Luxuries Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,LLOYDS LUXURIES LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,02-Dec-2023 23:16:40,2023-12-02 23:16:40,02-Dec-2023 23:16:44,00:00:04,https://nsearchives.nseindia.com/corporate/xbrl/LLOYDS_02122023231641_CIM_14958_993425_02122023111640_WEB.xml,
LLOYDS,Lloyds Luxuries Limited,Resignation,"Lloyds Luxuries Limited has informed the Exchange regarding Resignation of Ms Shubhada Mahendra Shirke as Company Secretary & Compliance Officer of the company w.e.f. December 02, 2023.",02-Dec-2023 22:40:53,2023-12-02 22:40:53,02-Dec-2023 22:40:58,00:00:05,https://nsearchives.nseindia.com/corporate/LLOYDS_02122023224053_FilingCopy_Sd.pdf,
PARAGON,Paragon Fine and Speciality Chemical Limited,Investor Presentation,Paragon Fine and Speciality Chemical Limited has informed the Exchange about Investor Presentation,02-Dec-2023 20:13:45,2023-12-02 20:13:45,02-Dec-2023 20:13:48,00:00:03,https://nsearchives.nseindia.com/corporate/PARAGON_02122023201345_PARAGONPPTDEC1.pdf,
BASILIC,Basilic Fly Studio Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Basilic Fly Studio Limited has informed the Exchange about Schedule of meet,02-Dec-2023 19:46:37,2023-12-02 19:46:37,02-Dec-2023 19:46:41,00:00:04,https://nsearchives.nseindia.com/corporate/BASILIC_02122023194637_Prior_Intimation_Investor_and_Analysts_Call.pdf,
VINSYS,Vinsys IT Services India Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Vinsys It Services India Limited has informed the Exchange about Transcript,02-Dec-2023 18:17:43,2023-12-02 18:17:43,02-Dec-2023 18:17:50,00:00:07,https://nsearchives.nseindia.com/corporate/VINSYS_02122023181743_Intimation.pdf,
DESTINY,Destiny Logistics & Infra Limited,Shareholders meeting,Destiny Logistics & Infra Limited has informed the Exchange regarding Notice of Postal Ballot,02-Dec-2023 18:17:37,2023-12-02 18:17:37,02-Dec-2023 18:17:42,00:00:05,https://nsearchives.nseindia.com/corporate/DESTINY_02122023181737_IntimationofPostalBallotNotice.pdf,
AGARWALFT,Agarwal Float Glass India Limited,Book Closure,Agarwal Float Glass India Limited has informed the Exchange that Register of Members & Share Transfer Books of the Company will remain closed from 16-Dec-2023 to 22-Dec-2023 for the purpose of Annual General Meeting.,02-Dec-2023 17:22:41,2023-12-02 17:22:41,02-Dec-2023 17:22:46,00:00:05,https://nsearchives.nseindia.com/corporate/AGARWALFT_02122023172241_bookclosurerecorddatefloat.pdf,
AGARWALFT,Agarwal Float Glass India Limited,Copy of Newspaper Publication,Agarwal Float Glass India Limited has informed the Exchange about Copy of Newspaper Publication related to AGM,02-Dec-2023 16:38:23,2023-12-02 16:38:23,02-Dec-2023 16:38:29,00:00:06,https://nsearchives.nseindia.com/corporate/AGARWALFT_02122023163823_FLOATNEWSPAPERAGMOCRfinal.pdf,
NEWJAISA,Newjaisa Technologies Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Newjaisa Technologies Limited has informed the Exchange about Schedule of meet,02-Dec-2023 16:02:40,2023-12-02 16:02:40,02-Dec-2023 16:02:47,00:00:07,https://nsearchives.nseindia.com/corporate/NEWJAISA_02122023160240_AnnouncementNuvama.pdf,
